Complation_Id,text_description,issue_type,department,priority,status,subcategory,created_time,Created_date,closed_date,satisfaction_score,city,district,submission_channel
180,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,Closed,Pothole,0.386493056,08-2025-25,8/30/2025,3,Giza,Dokki,Call Center
181,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,In Progress,Pothole,0.825335648,11-2025-03,,,Giza,Haram,Mobile App
182,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Pending,Road Damage,0.805960648,08-2025-12,,,Giza,Haram,Website
183,Pothole near bus stop at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.019699074,09-2023-17,9/21/2023,4,Giza,Haram,Mobile App
184,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.317766204,03-2023-27,4/2/2023,3,Cairo,Nasr City,Call Center
185,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,Pending,Pothole,0.56619213,12-2023-16,,,Cairo,Heliopolis,Mobile App
186,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,Medium,In Progress,Pothole,0.141863426,06-2024-11,,,Giza,Mohandessin,Mobile App
187,Multiple cracks on road at Whitefield,roads,BBMP Roads,High,Closed,Road Damage,0.128715278,11-2024-27,11/29/2024,5,Cairo,Heliopolis,Call Center
188,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,In Progress,Pothole,0.122638889,07-2025-21,,,Cairo,Heliopolis,Mobile App
189,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,Pending,Road Damage,0.673935185,11-2023-28,,,Cairo,Maadi,Website
190,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.452777778,09-2024-26,10/3/2024,2,Giza,Mohandessin,Mobile App
191,Road surface damaged at BTM Layout,roads,BBMP Roads,High,In Progress,Pothole,0.074837963,05-2024-20,,,Cairo,Maadi,Website
192,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.003923611,10-2023-16,10/23/2023,2,Cairo,Nasr City,Mobile App
193,Road surface damaged at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.396481481,12-2025-30,12/31/2025,5,Giza,Haram,Mobile App
194,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.994918981,01-2025-06,1/13/2025,2,Giza,Haram,Call Center
195,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,In Progress,Road Damage,0.815740741,11-2024-04,,,Cairo,Nasr City,Call Center
196,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Pending,Road Damage,0.230277778,05-2024-10,,,Cairo,Nasr City,Mobile App
197,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,High,Pending,Pothole,0.491574074,03-2025-21,,,Cairo,Maadi,Mobile App
198,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.421446759,12-2024-14,12/21/2024,2,Giza,Mohandessin,Mobile App
199,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,Closed,Road Damage,0.830636574,07-2024-22,7/24/2024,5,Giza,Dokki,Mobile App
200,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,Medium,Pending,Road Damage,0.887719907,04-2025-23,,,Giza,Haram,Mobile App
201,Pothole near bus stop at Koramangala,roads,BBMP Roads,Medium,Pending,Road Damage,0.927164352,05-2025-03,,,Cairo,Maadi,Call Center
202,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,Medium,In Progress,Pothole,0.13193287,03-2023-16,,,Cairo,Nasr City,Mobile App
203,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.01056713,01-2025-05,1/6/2025,5,Giza,Mohandessin,Website
204,Road surface damaged at Whitefield,roads,BBMP Roads,High,In Progress,Pothole,0.919594907,09-2023-14,,,Giza,Mohandessin,Call Center
205,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.931736111,03-2024-09,3/14/2024,3,Giza,Mohandessin,Website
206,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,In Progress,Pothole,0.608287037,05-2024-19,,,Giza,Haram,Call Center
207,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.394074074,12-2024-02,12/3/2024,5,Cairo,Maadi,Mobile App
208,Pothole near bus stop at BTM Layout,roads,BBMP Roads,High,Pending,Pothole,0.322638889,03-2024-23,,,Cairo,Heliopolis,Mobile App
209,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,Medium,Closed,Pothole,0.509189815,05-2023-21,5/22/2023,5,Cairo,Maadi,Call Center
210,Multiple cracks on road at MG Road,roads,BBMP Roads,High,In Progress,Pothole,0.044953704,03-2023-15,,,Cairo,Maadi,Website
211,Multiple cracks on road at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.003275463,08-2025-05,8/11/2025,3,Cairo,Nasr City,Mobile App
212,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,Pending,Pothole,0.555428241,01-2025-08,,,Cairo,Maadi,Website
213,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.208206019,12-2025-27,12/31/2025,4,Giza,Dokki,Mobile App
214,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,Medium,In Progress,Pothole,0.251608796,07-2024-25,,,Cairo,Maadi,Mobile App
215,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,In Progress,Road Damage,0.820509259,10-2023-12,,,Giza,Haram,Website
216,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,High,Closed,Road Damage,0.048680556,09-2023-27,10/5/2023,2,Giza,Haram,Call Center
217,Multiple cracks on road at Yelahanka,roads,BBMP Roads,High,Closed,Road Damage,0.770185185,09-2024-22,9/28/2024,3,Cairo,Heliopolis,Mobile App
218,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,Pending,Pothole,0.951134259,02-2023-03,,,Cairo,Heliopolis,Mobile App
219,Road surface damaged at Yelahanka,roads,BBMP Roads,High,Closed,Pothole,0.914178241,06-2024-12,6/18/2024,3,Giza,Dokki,Call Center
220,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,High,Pending,Pothole,0.163888889,04-2023-22,,,Giza,Dokki,Call Center
221,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.581909722,12-2023-22,12/25/2023,4,Giza,Dokki,Mobile App
222,Road surface damaged at Koramangala,roads,BBMP Roads,Medium,Pending,Road Damage,0.555740741,04-2023-24,,,Giza,Dokki,Mobile App
223,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.655416667,01-2023-22,1/24/2023,5,Giza,Haram,Mobile App
224,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,Closed,Pothole,0.5571875,11-2025-09,11/14/2025,3,Cairo,Heliopolis,Call Center
225,Road surface damaged at Koramangala,roads,BBMP Roads,Medium,Closed,Pothole,0.838703704,07-2025-22,7/28/2025,3,Giza,Dokki,Mobile App
226,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.938460648,02-2023-01,2/4/2023,4,Giza,Haram,Website
227,Multiple cracks on road at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.744155093,12-2025-21,12/24/2025,4,Cairo,Maadi,Website
228,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,Pending,Road Damage,0.319421296,08-2023-17,,,Giza,Mohandessin,Mobile App
229,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.321261574,04-2023-09,4/17/2023,2,Giza,Haram,Call Center
230,Multiple cracks on road at Whitefield,roads,BBMP Roads,Medium,Pending,Road Damage,0.283541667,04-2024-30,,,Cairo,Nasr City,Mobile App
231,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,Pending,Road Damage,0.760150463,11-2025-17,,,Giza,Haram,Website
232,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.168483796,02-2024-02,2/3/2024,5,Giza,Mohandessin,Mobile App
233,Pothole near bus stop at BTM Layout,roads,BBMP Roads,Medium,Closed,Road Damage,0.133553241,08-2023-17,8/19/2023,5,Cairo,Heliopolis,Call Center
234,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,In Progress,Road Damage,0.714652778,09-2024-29,,,Cairo,Maadi,Mobile App
235,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,High,Closed,Road Damage,0.532222222,10-2025-04,10/12/2025,2,Cairo,Heliopolis,Call Center
236,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.960451389,11-2023-04,11/5/2023,5,Giza,Haram,Call Center
237,Multiple cracks on road at Yelahanka,roads,BBMP Roads,Medium,Closed,Pothole,0.600243056,12-2025-31,12/31/2025,5,Giza,Mohandessin,Website
238,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,In Progress,Pothole,0.918136574,06-2025-30,,,Cairo,Maadi,Mobile App
239,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Pending,Pothole,0.918356481,12-2025-21,,,Cairo,Nasr City,Call Center
240,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,Pending,Road Damage,0.182708333,12-2023-13,,,Cairo,Heliopolis,Website
241,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.931273148,08-2023-28,8/31/2023,4,Giza,Dokki,Mobile App
242,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,In Progress,Road Damage,0.662280093,07-2025-03,,,Giza,Haram,Website
243,Road surface damaged at Whitefield,roads,BBMP Roads,High,Closed,Pothole,0.948518519,10-2025-08,10/16/2025,2,Giza,Dokki,Website
244,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,Pending,Road Damage,0.228032407,10-2023-08,,,Cairo,Heliopolis,Website
245,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,Closed,Pothole,0.204189815,03-2023-23,3/24/2023,5,Giza,Mohandessin,Mobile App
246,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,Closed,Road Damage,0.756712963,01-2025-24,1/27/2025,4,Cairo,Heliopolis,Call Center
247,Pothole near bus stop at MG Road,roads,BBMP Roads,High,In Progress,Pothole,0.3715625,03-2024-25,,,Cairo,Maadi,Call Center
248,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.685289352,09-2025-13,9/17/2025,4,Giza,Haram,Mobile App
249,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,Closed,Road Damage,0.282685185,04-2024-30,5/7/2024,2,Giza,Haram,Call Center
250,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,In Progress,Road Damage,0.488240741,01-2025-29,,,Cairo,Nasr City,Website
251,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,Closed,Road Damage,0.8925,10-2024-07,10/16/2024,1,Giza,Haram,Call Center
252,Multiple cracks on road at MG Road,roads,BBMP Roads,High,Closed,Pothole,0.525243056,02-2025-10,2/16/2025,3,Giza,Dokki,Mobile App
253,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,Pending,Road Damage,0.098703704,04-2023-27,,,Giza,Dokki,Mobile App
254,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.778425926,11-2025-11,11/12/2025,5,Cairo,Heliopolis,Call Center
255,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,Pending,Road Damage,0.23412037,03-2023-23,,,Cairo,Heliopolis,Mobile App
256,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,Closed,Road Damage,0.248009259,03-2024-09,3/11/2024,5,Giza,Dokki,Mobile App
257,Multiple cracks on road at Whitefield,roads,BBMP Roads,High,Closed,Pothole,0.102199074,05-2023-14,5/17/2023,4,Cairo,Maadi,Website
258,Pothole near bus stop at Indiranagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.764270833,03-2025-15,3/16/2025,5,Cairo,Heliopolis,Call Center
259,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.579444444,01-2023-08,1/11/2023,4,Cairo,Nasr City,Mobile App
260,Road surface damaged at Yelahanka,roads,BBMP Roads,High,Pending,Pothole,0.691215278,05-2024-17,,,Giza,Dokki,Call Center
261,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,In Progress,Pothole,0.15681713,01-2024-11,,,Giza,Dokki,Mobile App
262,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,In Progress,Pothole,0.77931713,11-2024-13,,,Giza,Dokki,Mobile App
263,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.848773148,08-2023-27,8/30/2023,4,Giza,Mohandessin,Mobile App
264,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.444386574,09-2023-18,9/23/2023,3,Cairo,Nasr City,Mobile App
265,Pothole near bus stop at Koramangala,roads,BBMP Roads,Medium,Pending,Road Damage,0.26380787,12-2023-11,,,Cairo,Nasr City,Call Center
266,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,Pending,Pothole,0.009756944,10-2023-26,,,Cairo,Nasr City,Website
267,Pothole near bus stop at MG Road,roads,BBMP Roads,High,Closed,Pothole,0.376354167,06-2025-21,6/30/2025,1,Cairo,Nasr City,Call Center
268,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.628125,06-2024-25,6/28/2024,4,Giza,Mohandessin,Mobile App
269,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Pending,Road Damage,0.824328704,02-2025-22,,,Giza,Dokki,Mobile App
270,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.146747685,08-2024-08,8/9/2024,5,Giza,Mohandessin,Mobile App
271,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,Pending,Road Damage,0.673148148,02-2024-16,,,Cairo,Maadi,Mobile App
272,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,Closed,Road Damage,0.77587963,10-2025-24,11/2/2025,1,Cairo,Heliopolis,Mobile App
273,Pothole near bus stop at Jayanagar,roads,BBMP Roads,High,In Progress,Pothole,0.540752315,12-2023-23,,,Cairo,Heliopolis,Website
274,Pothole near bus stop at BTM Layout,roads,BBMP Roads,High,Closed,Road Damage,0.161550926,01-2023-27,1/28/2023,5,Cairo,Heliopolis,Mobile App
275,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.694155093,09-2024-01,9/10/2024,1,Giza,Mohandessin,Mobile App
276,Pothole near bus stop at MG Road,roads,BBMP Roads,High,Closed,Road Damage,0.924918981,03-2023-26,4/3/2023,2,Giza,Mohandessin,Call Center
277,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,In Progress,Pothole,0.901180556,09-2024-14,,,Cairo,Maadi,Call Center
278,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.751643519,08-2023-01,8/10/2023,1,Cairo,Nasr City,Website
279,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,Closed,Pothole,0.726805556,03-2023-20,3/25/2023,3,Cairo,Maadi,Mobile App
280,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,Closed,Road Damage,0.072534722,07-2023-22,7/24/2023,5,Cairo,Nasr City,Mobile App
281,Road surface damaged at Koramangala,roads,BBMP Roads,High,Pending,Pothole,0.245740741,02-2025-22,,,Cairo,Heliopolis,Call Center
282,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Closed,Road Damage,0.96337963,03-2025-22,3/27/2025,3,Cairo,Maadi,Website
283,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,Closed,Road Damage,0.466041667,05-2025-11,5/17/2025,3,Giza,Mohandessin,Call Center
284,Road surface damaged at Koramangala,roads,BBMP Roads,Medium,Closed,Pothole,0.876967593,09-2025-30,10/1/2025,5,Cairo,Nasr City,Call Center
285,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.379664352,09-2025-06,9/10/2025,4,Giza,Mohandessin,Mobile App
286,Pothole near bus stop at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.791805556,08-2025-27,9/5/2025,1,Cairo,Nasr City,Call Center
287,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.726226852,07-2023-10,7/18/2023,2,Cairo,Maadi,Call Center
288,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,In Progress,Road Damage,0.50119213,02-2024-11,,,Giza,Haram,Website
289,Multiple cracks on road at BTM Layout,roads,BBMP Roads,High,Closed,Road Damage,0.607349537,02-2023-11,2/12/2023,5,Giza,Mohandessin,Mobile App
290,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.188518519,03-2024-16,3/21/2024,3,Giza,Dokki,Website
291,Road surface damaged at Yelahanka,roads,BBMP Roads,High,Pending,Pothole,0.302233796,08-2024-14,,,Giza,Haram,Mobile App
292,Pothole near bus stop at Jayanagar,roads,BBMP Roads,High,Pending,Road Damage,0.758981481,04-2025-08,,,Cairo,Nasr City,Mobile App
293,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.254618056,04-2025-18,4/23/2025,3,Cairo,Maadi,Mobile App
294,Pothole near bus stop at MG Road,roads,BBMP Roads,High,Closed,Pothole,0.026666667,05-2023-06,5/14/2023,2,Giza,Dokki,Website
295,Road surface damaged at Malleshwaram,roads,BBMP Roads,High,Pending,Road Damage,0.13150463,06-2024-19,,,Cairo,Maadi,Mobile App
296,Road surface damaged at Jayanagar,roads,BBMP Roads,High,Pending,Pothole,0.492210648,05-2024-15,,,Cairo,Maadi,Call Center
297,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.504814815,04-2024-01,4/8/2024,2,Giza,Mohandessin,Mobile App
298,Road surface damaged at MG Road,roads,BBMP Roads,High,Pending,Pothole,0.377604167,06-2025-29,,,Cairo,Maadi,Mobile App
299,Pothole near bus stop at Whitefield,roads,BBMP Roads,Medium,In Progress,Pothole,0.381944444,04-2025-04,,,Cairo,Nasr City,Mobile App
300,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,Closed,Road Damage,0.107893519,05-2025-19,5/21/2025,5,Cairo,Heliopolis,Mobile App
301,Pothole near bus stop at Whitefield,roads,BBMP Roads,Medium,In Progress,Pothole,0.169837963,08-2024-12,,,Giza,Haram,Call Center
302,Road surface damaged at Malleshwaram,roads,BBMP Roads,High,In Progress,Pothole,0.974560185,10-2025-23,,,Giza,Mohandessin,Website
303,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,Pending,Pothole,0.442476852,06-2023-08,,,Cairo,Maadi,Mobile App
304,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,In Progress,Road Damage,0.675405093,03-2024-01,,,Giza,Haram,Mobile App
305,Multiple cracks on road at Yelahanka,roads,BBMP Roads,High,Closed,Road Damage,0.174178241,02-2024-29,3/7/2024,2,Cairo,Heliopolis,Call Center
306,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.495648148,12-2024-01,12/9/2024,2,Giza,Mohandessin,Call Center
307,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,Closed,Pothole,0.238680556,09-2025-18,9/22/2025,4,Cairo,Nasr City,Website
308,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,Pending,Pothole,0.629097222,11-2024-12,,,Giza,Haram,Website
309,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Pending,Road Damage,0.349803241,09-2024-16,,,Giza,Dokki,Website
310,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,In Progress,Pothole,0.863148148,02-2025-12,,,Giza,Haram,Mobile App
311,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,High,In Progress,Pothole,0.447847222,09-2024-04,,,Giza,Haram,Call Center
312,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.437256944,10-2023-23,10/29/2023,3,Cairo,Nasr City,Mobile App
313,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,High,Pending,Pothole,0.14244213,06-2024-26,,,Giza,Dokki,Mobile App
314,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.521331019,10-2025-02,10/4/2025,5,Giza,Mohandessin,Call Center
315,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,Pending,Road Damage,0.214236111,11-2025-17,,,Cairo,Nasr City,Call Center
316,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,Closed,Pothole,0.170231481,08-2023-10,8/17/2023,2,Giza,Mohandessin,Website
317,Road surface damaged at Indiranagar,roads,BBMP Roads,High,Closed,Road Damage,0.098854167,10-2024-19,10/23/2024,4,Cairo,Maadi,Mobile App
318,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,Closed,Road Damage,0.991168981,09-2023-30,10/2/2023,5,Cairo,Nasr City,Call Center
319,Road surface damaged at Malleshwaram,roads,BBMP Roads,High,Closed,Pothole,0.19693287,09-2025-16,9/22/2025,3,Cairo,Nasr City,Call Center
320,Road surface damaged at MG Road,roads,BBMP Roads,High,Closed,Pothole,0.937523148,01-2025-23,1/31/2025,2,Cairo,Maadi,Mobile App
321,Road surface damaged at Indiranagar,roads,BBMP Roads,High,In Progress,Road Damage,0.006840278,07-2023-25,,,Cairo,Heliopolis,Call Center
322,Multiple cracks on road at Whitefield,roads,BBMP Roads,High,Closed,Road Damage,0.770763889,05-2024-19,5/22/2024,4,Giza,Mohandessin,Website
323,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Closed,Pothole,0.886342593,01-2024-05,1/12/2024,2,Cairo,Heliopolis,Mobile App
324,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.219074074,09-2024-14,9/17/2024,4,Giza,Haram,Call Center
325,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.235405093,02-2024-10,2/15/2024,3,Cairo,Maadi,Mobile App
326,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Pending,Pothole,0.993136574,03-2024-15,,,Cairo,Maadi,Mobile App
327,Multiple cracks on road at Whitefield,roads,BBMP Roads,Medium,Closed,Road Damage,0.085023148,05-2023-28,6/1/2023,4,Cairo,Maadi,Call Center
328,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,Pending,Pothole,0.608506944,08-2025-29,,,Giza,Mohandessin,Mobile App
329,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.37599537,09-2025-25,10/4/2025,1,Cairo,Heliopolis,Mobile App
330,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.790486111,04-2024-02,4/9/2024,2,Giza,Mohandessin,Call Center
331,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Pending,Pothole,0.706365741,10-2023-20,,,Cairo,Nasr City,Mobile App
332,Road surface damaged at Whitefield,roads,BBMP Roads,High,In Progress,Road Damage,0.125775463,11-2024-30,,,Cairo,Maadi,Mobile App
333,Multiple cracks on road at Whitefield,roads,BBMP Roads,High,In Progress,Road Damage,0.437824074,02-2025-22,,,Giza,Dokki,Mobile App
334,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.045289352,10-2025-13,10/21/2025,2,Cairo,Maadi,Website
335,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Pending,Pothole,0.311863426,08-2025-09,,,Cairo,Heliopolis,Call Center
336,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,Closed,Pothole,0.844803241,05-2025-29,6/5/2025,2,Cairo,Nasr City,Call Center
337,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,In Progress,Road Damage,0.303391204,10-2024-05,,,Giza,Mohandessin,Mobile App
338,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.866006944,12-2023-03,12/12/2023,1,Cairo,Heliopolis,Mobile App
339,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Pending,Road Damage,0.266608796,12-2023-10,,,Cairo,Nasr City,Call Center
340,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,Closed,Pothole,0.42068287,07-2023-12,7/14/2023,5,Giza,Haram,Mobile App
341,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,Closed,Road Damage,0.126550926,08-2023-03,8/5/2023,5,Cairo,Maadi,Call Center
342,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,Closed,Pothole,0.937118056,04-2025-06,4/11/2025,3,Cairo,Nasr City,Mobile App
343,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,In Progress,Road Damage,0.432268519,02-2023-02,,,Cairo,Nasr City,Call Center
344,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Pending,Pothole,0.798206019,03-2024-11,,,Giza,Haram,Call Center
345,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Pending,Road Damage,0.995138889,03-2023-07,,,Cairo,Heliopolis,Website
346,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.891446759,02-2023-24,3/3/2023,2,Giza,Haram,Website
347,Road surface damaged at Yelahanka,roads,BBMP Roads,High,In Progress,Road Damage,0.169479167,05-2024-20,,,Giza,Dokki,Website
348,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Closed,Pothole,0.326423611,12-2025-25,12/30/2025,3,Giza,Dokki,Mobile App
349,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,Pending,Pothole,0.356550926,10-2024-12,,,Giza,Dokki,Call Center
350,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.454664352,02-2025-22,2/24/2025,5,Giza,Dokki,Website
351,Multiple cracks on road at BTM Layout,roads,BBMP Roads,High,In Progress,Pothole,0.516423611,01-2025-21,,,Giza,Dokki,Website
352,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,Medium,In Progress,Pothole,0.033310185,04-2025-25,,,Giza,Haram,Call Center
353,Road surface damaged at Koramangala,roads,BBMP Roads,High,In Progress,Pothole,0.592835648,09-2023-11,,,Giza,Dokki,Call Center
354,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,Closed,Pothole,0.979618056,07-2024-10,7/16/2024,3,Giza,Mohandessin,Website
355,Pothole near bus stop at MG Road,roads,BBMP Roads,High,Closed,Pothole,0.85494213,11-2025-24,11/25/2025,5,Cairo,Maadi,Mobile App
356,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,Medium,Pending,Road Damage,0.384259259,02-2023-12,,,Giza,Haram,Mobile App
357,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,Closed,Road Damage,0.942800926,05-2025-30,5/31/2025,5,Cairo,Heliopolis,Call Center
358,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,Closed,Road Damage,0.896782407,03-2023-08,3/17/2023,1,Giza,Dokki,Website
359,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,Pending,Road Damage,0.544571759,10-2025-30,,,Cairo,Maadi,Call Center
360,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,Medium,In Progress,Pothole,0.410428241,12-2023-15,,,Cairo,Maadi,Mobile App
361,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,In Progress,Road Damage,0.040520833,06-2023-11,,,Giza,Mohandessin,Call Center
