complaint_id	text_description	issue_type	department	priority	status	created_time	subcategory	Created_date	closed_date	satisfaction_score	city	district	submission_channel	max_resolution_days
180	Broken water pipe flooding street at Koramangala	water	BWSSB	High	Closed	0.6022569444444444	No Water	4/18/2025	4/25/2025	2.0	Giza	Dokki	Mobile App	3
181	No water supply in Koramangala since 8 days	water	BWSSB	Critical	Closed	0.3110416666666666	No Water	8/18/2025	8/25/2025	2.0	Giza	Mohandessin	Call Center	1
182	Broken water pipe flooding street at Jayanagar	water	BWSSB	High	Closed	0.0035069444444444	Low Pressure	11/22/2024	11/30/2024	2.0	Giza	Haram	Mobile App	3
183	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.2069907407407407	Low Pressure	5/7/2025	5/11/2025	4.0	Cairo	Maadi	Mobile App	3
184	No water supply in Malleshwaram since 8 days	water	BWSSB	High	In Progress	0.1510416666666666	Low Pressure	5/25/2025			Giza	Mohandessin	Mobile App	3
185	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Closed	0.3180902777777777	Low Pressure	10/10/2023	10/12/2023	5.0	Cairo	Maadi	Mobile App	1
186	Broken water pipe flooding street at Indiranagar	water	BWSSB	Critical	Closed	0.4467939814814815	No Water	7/13/2025	7/19/2025	3.0	Cairo	Maadi	Mobile App	1
187	No water supply in Yelahanka since 4 days	water	BWSSB	High	Closed	0.3998263888888889	No Water	7/8/2023	7/17/2023	1.0	Giza	Dokki	Website	3
188	Water contamination issue at Jayanagar	water	BWSSB	Critical	Pending	0.8917476851851852	No Water	3/30/2024			Giza	Dokki	Call Center	1
189	No water supply in Jayanagar since 6 days	water	BWSSB	Critical	In Progress	0.893275462962963	No Water	5/10/2023			Cairo	Heliopolis	Call Center	1
190	Water contamination issue at Malleshwaram	water	BWSSB	Critical	Closed	0.8273726851851851	Low Pressure	2/18/2023	2/26/2023	2.0	Cairo	Maadi	Website	1
191	Water contamination issue at Jayanagar	water	BWSSB	High	Closed	0.5702546296296296	Low Pressure	8/10/2024	8/15/2024	3.0	Cairo	Heliopolis	Mobile App	3
192	No water supply in MG Road since 5 days	water	BWSSB	Critical	In Progress	0.3225694444444444	Leakage	2/11/2023			Cairo	Nasr City	Website	1
193	No water supply in Indiranagar since 2 days	water	BWSSB	Critical	Closed	0.0902893518518518	No Water	9/9/2024	9/15/2024	3.0	Cairo	Heliopolis	Website	1
194	No water supply in Yelahanka since 4 days	water	BWSSB	High	Pending	0.5622453703703704	No Water	9/7/2025			Giza	Haram	Call Center	3
195	Water leakage reported at Jayanagar	water	BWSSB	Critical	Closed	0.5783101851851852	Low Pressure	8/23/2025	8/26/2025	4.0	Giza	Mohandessin	Call Center	1
196	Water contamination issue at MG Road	water	BWSSB	High	Closed	0.8888310185185185	No Water	3/31/2024	4/4/2024	4.0	Cairo	Heliopolis	Website	3
197	Water leakage reported at Jayanagar	water	BWSSB	High	In Progress	0.5118518518518519	Low Pressure	10/12/2025			Giza	Dokki	Call Center	3
198	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.126724537037037	Low Pressure	12/2/2024	12/7/2024	3.0	Cairo	Heliopolis	Mobile App	1
199	Water leakage reported at Koramangala	water	BWSSB	Critical	Closed	0.2839351851851852	No Water	4/2/2024	4/9/2024	2.0	Giza	Dokki	Mobile App	1
200	Water leakage reported at Whitefield	water	BWSSB	High	Closed	0.1718518518518518	Leakage	2/10/2024	2/17/2024	2.0	Giza	Mohandessin	Call Center	3
201	Broken water pipe flooding street at Indiranagar	water	BWSSB	High	Pending	0.1621180555555555	Low Pressure	10/13/2023			Giza	Mohandessin	Call Center	3
202	Water leakage reported at Koramangala	water	BWSSB	Critical	In Progress	0.8922569444444445	Low Pressure	11/12/2025			Cairo	Heliopolis	Mobile App	1
203	Broken water pipe flooding street at Whitefield	water	BWSSB	Critical	Closed	0.1946412037037037	Low Pressure	10/29/2025	11/5/2025	2.0	Giza	Mohandessin	Website	1
204	Water leakage reported at BTM Layout	water	BWSSB	High	Closed	0.4156134259259259	Low Pressure	8/5/2024	8/7/2024	5.0	Giza	Mohandessin	Call Center	3
205	No water supply in Yelahanka since 5 days	water	BWSSB	High	In Progress	0.7428472222222222	Leakage	2/2/2024			Giza	Mohandessin	Mobile App	3
206	Water leakage reported at BTM Layout	water	BWSSB	High	Pending	0.5286689814814814	No Water	6/6/2023			Cairo	Heliopolis	Website	3
207	Water leakage reported at BTM Layout	water	BWSSB	Critical	Closed	0.3805208333333333	Low Pressure	6/28/2024	7/2/2024	4.0	Cairo	Nasr City	Call Center	1
208	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.9328703703703703	No Water	11/23/2024	11/24/2024	5.0	Cairo	Heliopolis	Call Center	1
209	Water contamination issue at Yelahanka	water	BWSSB	Critical	In Progress	0.4591319444444444	No Water	6/4/2025			Giza	Haram	Mobile App	1
210	Water contamination issue at BTM Layout	water	BWSSB	High	Closed	0.3015972222222222	Leakage	11/30/2025	12/6/2025	3.0	Cairo	Maadi	Mobile App	3
211	Water contamination issue at Indiranagar	water	BWSSB	Critical	Closed	0.6908912037037037	Leakage	7/29/2025	8/7/2025	1.0	Cairo	Nasr City	Call Center	1
212	Water leakage reported at Whitefield	water	BWSSB	Critical	Closed	0.6882175925925926	No Water	12/11/2024	12/17/2024	3.0	Cairo	Maadi	Mobile App	1
213	Broken water pipe flooding street at Indiranagar	water	BWSSB	Critical	In Progress	0.1822685185185185	Leakage	10/22/2023			Giza	Dokki	Mobile App	1
214	Water leakage reported at Yelahanka	water	BWSSB	Critical	Closed	0.3245486111111111	Low Pressure	1/23/2023	1/25/2023	5.0	Cairo	Maadi	Mobile App	1
215	Water leakage reported at MG Road	water	BWSSB	High	In Progress	0.0959606481481481	No Water	8/9/2023			Cairo	Heliopolis	Call Center	3
216	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	Closed	0.5054166666666666	Low Pressure	9/15/2025	9/19/2025	4.0	Giza	Haram	Website	1
217	No water supply in Whitefield since 8 days	water	BWSSB	Critical	In Progress	0.8649421296296296	Low Pressure	8/1/2024			Giza	Mohandessin	Mobile App	1
218	Water contamination issue at Indiranagar	water	BWSSB	High	Closed	0.4050231481481481	Low Pressure	3/2/2025	3/6/2025	4.0	Giza	Dokki	Call Center	3
219	No water supply in Koramangala since 1 days	water	BWSSB	Critical	Pending	0.5168171296296297	Leakage	5/12/2024			Cairo	Heliopolis	Mobile App	1
220	Broken water pipe flooding street at Jayanagar	water	BWSSB	High	Pending	0.0982523148148148	No Water	6/9/2025			Cairo	Maadi	Call Center	3
221	Water leakage reported at BTM Layout	water	BWSSB	Critical	Closed	0.0819560185185185	Low Pressure	4/3/2025	4/11/2025	2.0	Cairo	Heliopolis	Mobile App	1
222	No water supply in Whitefield since 6 days	water	BWSSB	Critical	Closed	0.3225694444444444	Leakage	12/5/2024	12/7/2024	5.0	Cairo	Nasr City	Call Center	1
223	Water leakage reported at Jayanagar	water	BWSSB	Critical	Pending	0.2399652777777778	Leakage	2/10/2023			Cairo	Maadi	Website	1
224	Water contamination issue at BTM Layout	water	BWSSB	Critical	Closed	0.5062037037037037	Leakage	9/8/2023	9/9/2023	5.0	Giza	Haram	Call Center	1
225	Broken water pipe flooding street at BTM Layout	water	BWSSB	High	Pending	0.8720601851851851	Leakage	5/19/2025			Cairo	Heliopolis	Mobile App	3
226	Broken water pipe flooding street at Jayanagar	water	BWSSB	High	Closed	0.7897106481481482	Leakage	4/21/2025	4/24/2025	4.0	Giza	Dokki	Mobile App	3
227	Broken water pipe flooding street at Jayanagar	water	BWSSB	High	In Progress	0.1318171296296296	Leakage	6/30/2025			Giza	Dokki	Website	3
228	Broken water pipe flooding street at MG Road	water	BWSSB	High	Closed	0.0204282407407407	Leakage	1/29/2025	2/3/2025	3.0	Giza	Dokki	Mobile App	3
229	Broken water pipe flooding street at Whitefield	water	BWSSB	Critical	Closed	0.2330787037037037	Leakage	5/16/2023	5/22/2023	3.0	Giza	Haram	Mobile App	1
230	Water contamination issue at Indiranagar	water	BWSSB	High	Pending	0.9197569444444444	Leakage	8/29/2025			Giza	Haram	Mobile App	3
231	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.3874884259259259	Leakage	9/22/2023	9/28/2023	3.0	Giza	Dokki	Website	1
232	Broken water pipe flooding street at Whitefield	water	BWSSB	High	Pending	0.936550925925926	Low Pressure	5/20/2025			Giza	Haram	Mobile App	3
233	Broken water pipe flooding street at Whitefield	water	BWSSB	Critical	Pending	0.7944791666666666	Leakage	12/30/2024			Cairo	Maadi	Website	1
234	Water contamination issue at MG Road	water	BWSSB	High	Closed	0.8333796296296296	No Water	6/4/2023	6/8/2023	4.0	Cairo	Maadi	Website	3
235	Water contamination issue at Indiranagar	water	BWSSB	Critical	In Progress	0.7692708333333333	Low Pressure	2/2/2024			Cairo	Maadi	Mobile App	1
236	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.743912037037037	Leakage	8/14/2023	8/19/2023	3.0	Giza	Haram	Mobile App	3
237	No water supply in MG Road since 10 days	water	BWSSB	Critical	Closed	0.995625	No Water	5/10/2023	5/18/2023	2.0	Cairo	Nasr City	Call Center	1
238	Broken water pipe flooding street at BTM Layout	water	BWSSB	Critical	Closed	0.9441203703703704	No Water	3/15/2023	3/22/2023	2.0	Giza	Dokki	Mobile App	1
239	Water contamination issue at Yelahanka	water	BWSSB	High	Pending	0.1481828703703703	No Water	2/21/2024			Giza	Dokki	Call Center	3
240	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.9801851851851852	Low Pressure	7/6/2025	7/12/2025	3.0	Cairo	Heliopolis	Mobile App	1
241	Water leakage reported at Indiranagar	water	BWSSB	Critical	Closed	0.2640277777777777	Low Pressure	9/24/2025	9/29/2025	3.0	Giza	Mohandessin	Call Center	1
242	Water contamination issue at Whitefield	water	BWSSB	Critical	Pending	0.8462615740740741	Leakage	4/4/2025			Giza	Dokki	Call Center	1
243	Water contamination issue at Koramangala	water	BWSSB	Critical	Closed	0.1699305555555555	Leakage	7/23/2025	7/31/2025	2.0	Giza	Mohandessin	Mobile App	1
244	Water contamination issue at Jayanagar	water	BWSSB	High	Closed	0.6290856481481482	No Water	6/4/2025	6/9/2025	3.0	Giza	Dokki	Website	3
245	No water supply in MG Road since 8 days	water	BWSSB	Critical	Closed	0.8609143518518518	Leakage	5/10/2023	5/18/2023	2.0	Cairo	Maadi	Website	1
246	Broken water pipe flooding street at MG Road	water	BWSSB	High	Closed	0.785	Low Pressure	2/23/2025	2/24/2025	5.0	Giza	Dokki	Call Center	3
247	Broken water pipe flooding street at Koramangala	water	BWSSB	High	Pending	0.0290162037037037	Leakage	9/20/2024			Giza	Mohandessin	Mobile App	3
248	Water leakage reported at Yelahanka	water	BWSSB	Critical	Closed	0.0229398148148148	Leakage	3/24/2025	3/30/2025	3.0	Giza	Haram	Call Center	1
249	Water contamination issue at Jayanagar	water	BWSSB	Critical	Closed	0.0352314814814814	Leakage	9/25/2024	10/2/2024	2.0	Cairo	Nasr City	Website	1
250	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	In Progress	0.4818518518518518	No Water	11/29/2025			Giza	Mohandessin	Call Center	1
251	Water leakage reported at BTM Layout	water	BWSSB	Critical	In Progress	0.1575925925925926	No Water	12/18/2024			Giza	Mohandessin	Website	1
252	Water contamination issue at Koramangala	water	BWSSB	High	Closed	0.2226851851851851	No Water	2/25/2024	2/29/2024	4.0	Giza	Haram	Mobile App	3
253	Water leakage reported at Jayanagar	water	BWSSB	Critical	Closed	0.1273263888888889	No Water	7/7/2023	7/11/2023	4.0	Cairo	Nasr City	Website	1
254	No water supply in Yelahanka since 10 days	water	BWSSB	Critical	In Progress	0.2397453703703703	Low Pressure	12/11/2023			Cairo	Maadi	Call Center	1
255	No water supply in Yelahanka since 4 days	water	BWSSB	Critical	In Progress	0.8107175925925926	Leakage	12/9/2023			Cairo	Maadi	Mobile App	1
256	No water supply in Koramangala since 6 days	water	BWSSB	Critical	Closed	0.089386574074074	Leakage	9/19/2025	9/21/2025	5.0	Giza	Haram	Mobile App	1
257	Water leakage reported at Koramangala	water	BWSSB	Critical	Closed	0.5657175925925926	No Water	1/19/2023	1/26/2023	2.0	Giza	Mohandessin	Mobile App	1
258	Water leakage reported at Koramangala	water	BWSSB	High	Pending	0.5883101851851852	Low Pressure	3/22/2024			Cairo	Heliopolis	Mobile App	3
259	No water supply in Jayanagar since 7 days	water	BWSSB	High	Pending	0.5348148148148149	Leakage	3/27/2023			Giza	Dokki	Call Center	3
260	Broken water pipe flooding street at Koramangala	water	BWSSB	High	Pending	0.395474537037037	Leakage	9/30/2023			Giza	Mohandessin	Call Center	3
261	Water leakage reported at Koramangala	water	BWSSB	High	Closed	0.5083564814814815	Low Pressure	1/12/2025	1/17/2025	3.0	Giza	Mohandessin	Website	3
262	Water leakage reported at Whitefield	water	BWSSB	High	In Progress	0.2819212962962963	No Water	10/15/2024			Cairo	Heliopolis	Mobile App	3
263	No water supply in BTM Layout since 4 days	water	BWSSB	Critical	In Progress	0.9289814814814816	Low Pressure	11/19/2023			Cairo	Nasr City	Mobile App	1
264	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.9964351851851851	No Water	9/22/2023	9/28/2023	3.0	Cairo	Heliopolis	Website	3
265	No water supply in MG Road since 8 days	water	BWSSB	Critical	Closed	0.050011574074074	Low Pressure	12/30/2023	1/5/2024	3.0	Giza	Mohandessin	Mobile App	1
266	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	Pending	0.2578009259259259	Low Pressure	3/13/2024			Cairo	Nasr City	Call Center	1
267	Broken water pipe flooding street at BTM Layout	water	BWSSB	High	Pending	0.3433101851851852	Low Pressure	6/17/2024			Cairo	Heliopolis	Call Center	3
268	Water contamination issue at Indiranagar	water	BWSSB	Critical	Closed	0.9080208333333334	Leakage	8/8/2024	8/10/2024	5.0	Cairo	Heliopolis	Website	1
269	Broken water pipe flooding street at Yelahanka	water	BWSSB	High	Closed	0.5614814814814815	No Water	6/21/2025	6/22/2025	5.0	Cairo	Heliopolis	Mobile App	3
270	Water leakage reported at Malleshwaram	water	BWSSB	High	Closed	0.9887152777777778	Low Pressure	3/21/2025	3/27/2025	3.0	Giza	Mohandessin	Mobile App	3
271	Broken water pipe flooding street at Indiranagar	water	BWSSB	High	Closed	0.7147916666666667	Low Pressure	12/2/2024	12/4/2024	5.0	Cairo	Heliopolis	Call Center	3
272	Water leakage reported at BTM Layout	water	BWSSB	Critical	Closed	0.4557060185185185	No Water	6/28/2024	7/5/2024	2.0	Cairo	Nasr City	Mobile App	1
273	Water contamination issue at Indiranagar	water	BWSSB	Critical	Closed	0.22625	No Water	2/7/2025	2/9/2025	5.0	Giza	Dokki	Mobile App	1
274	Water contamination issue at Jayanagar	water	BWSSB	Critical	Closed	0.4528125	Low Pressure	6/24/2024	6/27/2024	4.0	Giza	Mohandessin	Call Center	1
275	No water supply in Yelahanka since 3 days	water	BWSSB	High	In Progress	0.038125	Leakage	7/6/2023			Giza	Mohandessin	Mobile App	3
276	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.5491435185185185	Leakage	9/7/2024	9/11/2024	4.0	Giza	Dokki	Mobile App	1
277	Water leakage reported at Indiranagar	water	BWSSB	High	Closed	0.5885300925925926	Low Pressure	1/28/2025	2/6/2025	1.0	Cairo	Heliopolis	Website	3
278	No water supply in MG Road since 7 days	water	BWSSB	Critical	Pending	0.604375	Low Pressure	8/14/2024			Cairo	Heliopolis	Mobile App	1
279	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.1588194444444444	Leakage	11/10/2023	11/16/2023	3.0	Giza	Mohandessin	Mobile App	1
280	Water contamination issue at Whitefield	water	BWSSB	Critical	Closed	0.7764814814814814	Low Pressure	4/21/2024	4/29/2024	2.0	Giza	Mohandessin	Mobile App	1
281	Water leakage reported at Whitefield	water	BWSSB	Critical	Closed	0.4120601851851851	No Water	10/15/2024	10/18/2024	4.0	Cairo	Maadi	Call Center	1
282	Water leakage reported at BTM Layout	water	BWSSB	Critical	Closed	0.1848611111111111	No Water	5/6/2025	5/15/2025	1.0	Giza	Haram	Mobile App	1
283	Broken water pipe flooding street at Whitefield	water	BWSSB	Critical	In Progress	0.7114236111111111	Leakage	3/22/2025			Giza	Dokki	Mobile App	1
284	Water leakage reported at Koramangala	water	BWSSB	Critical	Closed	0.2838541666666667	No Water	5/4/2024	5/5/2024	5.0	Cairo	Heliopolis	Call Center	1
285	Water leakage reported at Whitefield	water	BWSSB	High	Pending	0.4092592592592592	Leakage	10/3/2025			Giza	Mohandessin	Website	3
286	Water leakage reported at Jayanagar	water	BWSSB	High	Pending	0.6146759259259259	Low Pressure	11/14/2025			Giza	Mohandessin	Call Center	3
287	Water contamination issue at Malleshwaram	water	BWSSB	High	Closed	0.9410416666666668	No Water	12/1/2023	12/5/2023	4.0	Giza	Haram	Call Center	3
288	No water supply in Malleshwaram since 1 days	water	BWSSB	High	In Progress	0.7385995370370371	No Water	11/29/2023			Giza	Mohandessin	Mobile App	3
289	Broken water pipe flooding street at BTM Layout	water	BWSSB	High	Closed	0.8944212962962963	Low Pressure	2/8/2025	2/9/2025	5.0	Cairo	Maadi	Mobile App	3
290	Broken water pipe flooding street at BTM Layout	water	BWSSB	Critical	In Progress	0.6420370370370371	No Water	2/10/2024			Cairo	Maadi	Mobile App	1
291	No water supply in Yelahanka since 6 days	water	BWSSB	High	Closed	0.6318287037037037	No Water	7/26/2024	8/4/2024	1.0	Giza	Haram	Mobile App	3
292	Water leakage reported at MG Road	water	BWSSB	Critical	Closed	0.673599537037037	Low Pressure	11/30/2024	12/1/2024	5.0	Cairo	Maadi	Call Center	1
293	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	In Progress	0.996087962962963	Leakage	5/18/2023			Cairo	Nasr City	Mobile App	1
294	No water supply in Whitefield since 8 days	water	BWSSB	High	Closed	0.4146296296296296	Leakage	7/26/2025	8/1/2025	3.0	Cairo	Nasr City	Mobile App	3
295	No water supply in Koramangala since 7 days	water	BWSSB	High	In Progress	0.8932060185185186	No Water	1/13/2025			Cairo	Maadi	Website	3
296	Water leakage reported at Jayanagar	water	BWSSB	Critical	In Progress	0.1873148148148148	Leakage	12/23/2023			Giza	Mohandessin	Mobile App	1
297	Water leakage reported at MG Road	water	BWSSB	High	Closed	0.9319791666666668	Leakage	12/15/2024	12/21/2024	3.0	Cairo	Heliopolis	Call Center	3
298	Water contamination issue at Yelahanka	water	BWSSB	High	Closed	0.2717361111111111	Leakage	1/25/2023	1/26/2023	5.0	Cairo	Maadi	Mobile App	3
299	Water leakage reported at Whitefield	water	BWSSB	High	Closed	0.0312731481481481	No Water	5/27/2025	5/28/2025	5.0	Cairo	Maadi	Mobile App	3
300	No water supply in Malleshwaram since 7 days	water	BWSSB	High	Closed	0.8600578703703704	Leakage	4/13/2023	4/19/2023	3.0	Cairo	Maadi	Call Center	3
301	Broken water pipe flooding street at MG Road	water	BWSSB	Critical	Closed	0.0544328703703703	No Water	8/17/2025	8/18/2025	5.0	Giza	Haram	Mobile App	1
302	No water supply in MG Road since 7 days	water	BWSSB	Critical	Closed	0.9403703703703704	Low Pressure	9/5/2023	9/12/2023	2.0	Giza	Mohandessin	Mobile App	1
303	Broken water pipe flooding street at MG Road	water	BWSSB	High	Pending	0.2491319444444444	Leakage	6/24/2024			Giza	Dokki	Mobile App	3
304	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	Closed	0.4575694444444444	Low Pressure	3/18/2024	3/21/2024	4.0	Giza	Haram	Mobile App	1
305	Broken water pipe flooding street at Malleshwaram	water	BWSSB	High	Closed	0.8808101851851852	Leakage	2/22/2025	2/23/2025	5.0	Giza	Mohandessin	Mobile App	3
306	Water leakage reported at Yelahanka	water	BWSSB	High	Closed	0.210787037037037	Leakage	9/29/2023	10/2/2023	4.0	Giza	Haram	Mobile App	3
307	Broken water pipe flooding street at BTM Layout	water	BWSSB	Critical	Pending	0.8777199074074075	Low Pressure	5/21/2025			Cairo	Maadi	Mobile App	1
308	Broken water pipe flooding street at Koramangala	water	BWSSB	High	Closed	0.0543402777777777	Low Pressure	12/23/2024	12/28/2024	3.0	Cairo	Maadi	Mobile App	3
309	Broken water pipe flooding street at Jayanagar	water	BWSSB	Critical	Closed	0.3377662037037037	No Water	2/20/2024	2/25/2024	3.0	Cairo	Maadi	Call Center	1
310	Water leakage reported at Whitefield	water	BWSSB	Critical	Closed	0.096886574074074	Leakage	3/4/2025	3/10/2025	3.0	Giza	Haram	Call Center	1
311	Broken water pipe flooding street at Whitefield	water	BWSSB	High	Closed	0.8905208333333333	Low Pressure	11/13/2023	11/18/2023	3.0	Giza	Dokki	Mobile App	3
312	Water leakage reported at Koramangala	water	BWSSB	High	Closed	0.7770833333333333	No Water	2/15/2025	2/18/2025	4.0	Cairo	Maadi	Call Center	3
313	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Closed	0.9296643518518518	No Water	10/26/2024	10/28/2024	5.0	Cairo	Heliopolis	Call Center	1
314	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.5339583333333333	No Water	5/14/2025	5/15/2025	5.0	Cairo	Heliopolis	Website	3
315	Water leakage reported at Jayanagar	water	BWSSB	High	In Progress	0.981724537037037	No Water	1/30/2023			Giza	Haram	Mobile App	3
316	Water leakage reported at Malleshwaram	water	BWSSB	High	Closed	0.3552430555555556	No Water	11/26/2024	12/5/2024	1.0	Giza	Dokki	Call Center	3
317	Broken water pipe flooding street at Jayanagar	water	BWSSB	Critical	Closed	0.5728587962962963	Low Pressure	1/26/2023	1/28/2023	5.0	Giza	Haram	Website	1
318	Water leakage reported at Indiranagar	water	BWSSB	High	Closed	0.8469212962962963	Low Pressure	1/3/2024	1/8/2024	3.0	Giza	Haram	Call Center	3
319	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.0087037037037037	No Water	10/16/2023	10/18/2023	5.0	Cairo	Maadi	Website	1
320	No water supply in MG Road since 2 days	water	BWSSB	Critical	Closed	0.5671527777777777	No Water	12/20/2023	12/25/2023	3.0	Cairo	Maadi	Mobile App	1
321	Water leakage reported at BTM Layout	water	BWSSB	Critical	Pending	0.0060300925925925	Leakage	12/24/2024			Giza	Dokki	Call Center	1
322	Water leakage reported at Yelahanka	water	BWSSB	High	In Progress	0.0761342592592592	Low Pressure	11/24/2025			Cairo	Nasr City	Mobile App	3
323	Water contamination issue at Yelahanka	water	BWSSB	High	Closed	0.1114699074074074	Low Pressure	2/17/2024	2/21/2024	4.0	Cairo	Maadi	Website	3
324	No water supply in Indiranagar since 1 days	water	BWSSB	High	Pending	0.7674537037037037	No Water	4/16/2024			Cairo	Heliopolis	Call Center	3
325	Broken water pipe flooding street at Whitefield	water	BWSSB	Critical	Pending	0.350150462962963	No Water	10/26/2023			Cairo	Heliopolis	Call Center	1
326	Water contamination issue at MG Road	water	BWSSB	High	In Progress	0.5109953703703703	Leakage	8/24/2025			Cairo	Nasr City	Website	3
327	Water contamination issue at BTM Layout	water	BWSSB	High	Pending	0.7882175925925926	Leakage	7/27/2024			Cairo	Nasr City	Mobile App	3
328	No water supply in BTM Layout since 5 days	water	BWSSB	Critical	Closed	0.7874189814814815	Low Pressure	4/7/2025	4/13/2025	3.0	Cairo	Heliopolis	Mobile App	1
329	No water supply in Indiranagar since 8 days	water	BWSSB	High	In Progress	0.4528240740740741	Leakage	10/18/2025			Cairo	Maadi	Mobile App	3
330	Broken water pipe flooding street at Indiranagar	water	BWSSB	Critical	Closed	0.618912037037037	Leakage	7/29/2023	8/4/2023	3.0	Giza	Mohandessin	Mobile App	1
331	Water contamination issue at BTM Layout	water	BWSSB	Critical	Pending	0.3490856481481481	Low Pressure	2/26/2024			Giza	Haram	Mobile App	1
332	Water leakage reported at Yelahanka	water	BWSSB	High	Closed	0.35875	Leakage	6/11/2023	6/19/2023	2.0	Cairo	Nasr City	Website	3
333	Water contamination issue at BTM Layout	water	BWSSB	High	Closed	0.3490740740740741	No Water	3/22/2023	3/24/2023	5.0	Giza	Mohandessin	Website	3
334	Water leakage reported at Malleshwaram	water	BWSSB	High	Closed	0.2119097222222222	Leakage	4/12/2024	4/21/2024	1.0	Cairo	Maadi	Call Center	3
335	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Pending	0.3223148148148148	Leakage	8/18/2025			Cairo	Heliopolis	Mobile App	1
336	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.2577893518518518	Low Pressure	9/20/2025	9/22/2025	5.0	Cairo	Nasr City	Website	1
337	Water leakage reported at Indiranagar	water	BWSSB	High	Pending	0.1363773148148148	Low Pressure	11/26/2024			Cairo	Nasr City	Call Center	3
338	Water leakage reported at Yelahanka	water	BWSSB	Critical	In Progress	0.4920023148148148	Leakage	7/5/2024			Cairo	Heliopolis	Call Center	1
339	Water contamination issue at Whitefield	water	BWSSB	High	Pending	0.0863773148148148	Leakage	6/20/2023			Cairo	Maadi	Mobile App	3
340	Water contamination issue at Koramangala	water	BWSSB	Critical	In Progress	0.6926967592592592	Low Pressure	5/10/2023			Cairo	Maadi	Call Center	1
341	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Closed	0.1741666666666666	No Water	6/3/2025	6/9/2025	3.0	Giza	Mohandessin	Website	1
342	Water leakage reported at Jayanagar	water	BWSSB	Critical	In Progress	0.6176736111111111	Leakage	1/30/2023			Giza	Haram	Mobile App	1
343	Water contamination issue at Whitefield	water	BWSSB	Critical	Closed	0.2758333333333333	Low Pressure	3/29/2024	3/30/2024	5.0	Cairo	Heliopolis	Mobile App	1
344	No water supply in Indiranagar since 9 days	water	BWSSB	High	In Progress	0.132662037037037	Low Pressure	1/19/2024			Giza	Haram	Mobile App	3
345	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.5353472222222222	No Water	3/28/2024	4/3/2024	3.0	Cairo	Nasr City	Mobile App	3
346	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.2234259259259259	Low Pressure	5/22/2024	5/27/2024	3.0	Cairo	Nasr City	Call Center	3
347	No water supply in MG Road since 5 days	water	BWSSB	High	Closed	0.467650462962963	No Water	11/12/2025	11/13/2025	5.0	Cairo	Maadi	Mobile App	3
348	Water leakage reported at MG Road	water	BWSSB	Critical	Closed	0.1699652777777777	Leakage	1/27/2024	2/5/2024	1.0	Cairo	Nasr City	Call Center	1
349	No water supply in Whitefield since 5 days	water	BWSSB	Critical	Pending	0.0865046296296296	No Water	7/23/2025			Cairo	Heliopolis	Mobile App	1
350	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	In Progress	0.7206365740740741	Leakage	2/18/2025			Giza	Dokki	Website	1
351	No water supply in Yelahanka since 5 days	water	BWSSB	Critical	Closed	0.3694675925925926	No Water	4/8/2025	4/10/2025	5.0	Giza	Mohandessin	Call Center	1
352	Water leakage reported at Malleshwaram	water	BWSSB	High	Closed	0.9629861111111112	Leakage	12/2/2023	12/9/2023	2.0	Giza	Haram	Call Center	3
353	Water contamination issue at BTM Layout	water	BWSSB	High	Closed	0.6581134259259259	No Water	10/6/2023	10/13/2023	2.0	Giza	Dokki	Website	3
354	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.1495254629629629	Leakage	5/3/2024	5/11/2024	2.0	Giza	Mohandessin	Website	1
355	Water leakage reported at BTM Layout	water	BWSSB	High	Closed	0.9629745370370372	No Water	10/3/2025	10/6/2025	4.0	Cairo	Nasr City	Mobile App	3
356	Water contamination issue at Yelahanka	water	BWSSB	Critical	In Progress	0.0532060185185185	Low Pressure	8/30/2023			Giza	Haram	Website	1
